U105558626000131030132606     165787        GRA RAMOS DA SILVA CAMPOS ME??????????
R01BE0511756100001205141ECF-IF BEMATECH            Bematech                      2011101713124000111111111111111     1111111110359027700010000000000ISENTO00000000001505IVAN QUIRINO DE LIMA - ME               SICEpdv.net                             4.0.0.0   22feb5dc7df7c48de8c4bf6590092e2b20171108201711080203
R02BE0511756100001205141Bematech????????????00000160001819   000002201711082017110810411400000000000174N
R03BE0511756100001205141Bematech????????????00000160Can-T  0000000000000
R03BE0511756100001205141Bematech????????????00000160Can-S  0000000000000
R03BE0511756100001205141Bematech????????????00000160DT     0000000000000
R03BE0511756100001205141Bematech????????????00000160DS     0000000000000
R03BE0511756100001205141Bematech????????????00000160F1     0000000000174
R03BE0511756100001205141Bematech????????????00000160FS1    0000000000000
R03BE0511756100001205141Bematech????????????00000160I1     0000000000000
R03BE0511756100001205141Bematech????????????00000160IS1    0000000000000
R03BE0511756100001205141Bematech????????????00000160N1     0000000000000
R03BE0511756100001205141Bematech????????????00000160NS1    0000000000000
R03BE0511756100001205141Bematech????????????000001601T1700 0000000000000
R03BE0511756100001205141Bematech????????????000001602T1200 0000000000000
R03BE0511756100001205141Bematech????????????000001603T7000 0000000000000
R03BE0511756100001205141Bematech????????????000001604T2700 0000000000000
R03BE0511756100001205141Bematech????????????000001605T2500 0000000000000
R03BE0511756100001205141Bematech????????????000001606T2000 0000000000000
R03BE0511756100001205141Bematech????????????000001607T0000 0000000000000
R03BE0511756100001205141Bematech????????????000001608T1800 0000000000000
R03BE0511756100001205141Bematech????????????00000160OPNF   0000000000000
R03BE0511756100001205141Bematech????????????00000160AT     0000000000000
R03BE0511756100001205141Bematech????????????00000160AS     0000000000000
EADa6bfff264a38f01e452902f4a9bc7663d7d4867432e649e7dc6397b1f761d78fb63eab65cb3c0fcf01c173b2db78550983cda76ac77a0a988c247fe077d26dcd437ec74f6e769cfdbb1f6276e5bb45d8e3449b07eadd4d6ad21b3c732714aa0f4ffbdb8cebb9ad4d0fa6a8a727148d930af895bd66e90fc023ca0faf6c301abc
