U110385908000114037201956     1255800       TORRES FOMENTO MERCANTIL COMERCIAL E EMPRESARIAL??????????
P210385908000114752           BISC WAFER NAPOLITANO VITAMASSA 30X130G           CX????ATF0000000000002000
P210385908000114753           BISC WAFER BEMCASADO VITAMASSA 30X130G            CX????ATF0000000000002000
P210385908000114754           MACARRÃO PARAFUSO VITAMASSA 500G                  PC????ATF0000000000002000
P210385908000114755           MACARRÃO TALHARIM NINHO VITAMASSA 500G            PC????ATF0000000000002000
P210385908000114756           BATATA RUFFLES 30 G                               UNI???ATT1800000000000100
P210385908000114757           EXLUIDO                                           CX????ATF0000000000002000
P210385908000114758           BISC RECH VITAMASSA CHOCOLATE   30X130G           CX????ATF0000000000002000
P210385908000114759           BISC RECH VITAMASSA MORANGO 30X130G               CX????ATF0000000000002000
P210385908000114760           BISC RECH VITAMASSA VITARESCO 30X130G             CX????ATF0000000000002000
P210385908000114761           BISC RECH VITAMASSA BRIGADEIRO 30X56G             CX????ATF0000000000001100
P210385908000114762           BISC RECH VITAMASSA CHOCOLATE 30X56G              CX????ATF0000000000001100
P210385908000114763           BISC WAFER VITAMASSA ABACAXI 30X130G              CX????ATF0000000000002000
P210385908000114764           BISC WAFER VITAMASSA VITARESCO 30X130G            CX????ATF0000000000002000
P210385908000114765           VODKA POLAK 950 ML                                L?????ATI0000000000000600
P210385908000114766           VINHO BONFILIO TONET BRANCO SUAVE 750 ML          UNI???ATT2700000000000550
P210385908000114767           VINHO ADEGA DO VALE TINTO SUAVE 750 ML            UNI???ATT2700000000000700
P210385908000114768           DOMECQ 1 L                                        UNI???ATT0000000000001800
P210385908000114769           SUKITA 1000ML C/6                                 PC????ATF0000000000001150
P210385908000114770           CERVEJA BAVARIA 600 ML                            GR????ATF0000000000004000
P210385908000114771           KUAT LATA 350 ML C/12                             PC????ATT1800000000000900
P210385908000114772           BISC RECH TRELOSO BRIGADEIRO 30X60 G              CX????ATF0000000000001400
P210385908000114773           BISC RECH TRELOSO BEM CASADO 30X60G               CX????ATF0000000000001400
P210385908000114774           BISC RECH TRELOSO BRIGADEIRO 30X125G              CX????ATF0000000000002700
P210385908000114775           BISC RECH TRELOSO BEM CASADO 30X130G              CX????ATF0000000000002700
P210385908000114776           BISCOITO MAIZENA LEITE VITARELLA 20X400 G         CX????ATF0000000000004450
P210385908000114777           BISC WAF VITARELLA LARANJA 30X130G                CX????ATF0000000000002550
P210385908000114778           NUCITA CHOCOLATE AVELÃ                            UNI???ATT1800000000000480
P210385908000114779           NUCITA NAPOLITANO                                 UNI???ATT1800000000000480
P210385908000114780           CHICHETE PLIM PLIM HORTELÃ                        CX????ATT1800000000000350
P210385908000114781           CHICLETE PLIM PLIM TUTII FRUTTI                   CX????ATT1800000000000350
P210385908000114782           BOMBOM DANÚBIO                                    PC????ATT1800000000000400
P210385908000114783           BALA SONHARÉ SORTIDA                              PC????ATT1800000000000350
P210385908000114784           TEMPERO PETISCO 100G                              PC????ATT1800000000000360
P210385908000114785           COLORIFICO PETISCO 100 G                          PC????ATT1800000000000260
P210385908000114787           GUARDANAPO DE ESTOJO  14X14                       PC????ATF0000000000001100
P210385908000114788           GUARDANAPOS DE MESA  22X20                        PC????ATF0000000000001400
P210385908000114789           VODKA SMIRNOFF 998 ML                             L?????ATT0000000000002200
P210385908000114790           GUARANA ANT. 1000 ML ZERO C/6                     PC????ATF0000000000001200
P210385908000114791           PAPEL HIG. LITORAL C/12                           FR????ATT1800000000001150
P210385908000114792           MENTOS FRUTAS VERMELHAS                           UNI???ATT1800000000001300
P210385908000114875           CAIXA PLASTICA 12X1 PADRAO                        UNI???ATI0000000000002464
P210385908000114793           MENTOS FRUTA                                      UNI???ATT1800000000001300
P210385908000114794           PIRULITO CHERRY POP TUTTI FRUTTI                  PC????ATT1800000000000500
P210385908000114795           BISC MAIZENA PILAR  30X200 G                      CX????ATF0000000000003600
P210385908000114796           BISC MAIZENA CHOCOLATE PILAR                      CX????ATF0000000000004400
P210385908000114797           BISC MARIA PILAR 20X400 G                         CX????ATF0000000000003600
P210385908000114798           BISC MARIA CHOC PILAR 20X400 G                    CX????ATF0000000000002800
P210385908000114799           BISC AGUA E SAL PILAR 20X400 G                    CX????ATF0000000000003650
P210385908000114800           BISC CREAN CRACKER PR PILAR 400G                  CX????ATF0000000000003000
P210385908000114801           MACARRAO PILAR FINO 20X500 G                      FR????ATF0000000000003050
P210385908000114802           MACARRAO PILAR MEDIO 20X500G                      FR????ATF0000000000003050
P210385908000114804           BISC RECH TRELOSO MORANGO  20X390                 CX????ATF0000000000005000
P210385908000114805           BISC TURMA TRELOSO CHOC 30X100G                   CX????ATF0000000000002550
P210385908000114806           BISC TURMA TRELOSO LEITE 30X100G                  CX????ATF0000000000002550
P210385908000114807           MAC LASANHA VITARELLA 20X500G                     CX????ATF0000000000004550
P210385908000114808           BISC MARIA CHOCOLATE VITARELLA 20X400             CX????ATF0000000000004400
P210385908000114809           COPO MARATA 250ML                                 UNI???ATT1800000000000390
P210385908000114810           COPO MARATA 180 ML                                UNI???ATT1800000000000280
P210385908000114811           KAPO UVA C/ 12                                    CX????ATT1800000000001250
P210385908000114812           KAPO LARANJA C/ 12                                CX????ATT1800000000001250
P210385908000114813           KAPO MORANGO C /12                                CX????ATT1800000000001250
P210385908000114814           AQUA FRESH LIMÃO                                  CX????ATF0000000000001700
P210385908000114815           BURN                                              UNI???ATF0000000000000450
P210385908000114816           BATON DUO                                         CX????ATT1800000000001100
P210385908000114871           BOMBOM SERENATA DE AMOR                           PC????ATT1800000000001500
P210385908000114817           TABLETS DE CHOCOLATE                              CX????ATT1800000000000600
P210385908000114818           BOMBONS                                           CX????ATT1800000000000450
P210385908000114819           BUBLLE BOLITAS                                    CX????ATT1800000000000400
P210385908000114820           REFRESCO SALADA DE FRUTAS                         CX????ATT1800000000000750
P210385908000114821           SBP CITRONELA 300 ML C/6                          PC????ATT1800000000004600
P210385908000114822           SBP AERO EUCALIPTO MULT 300 ML C/6                PC????ATT1800000000004600
P210385908000114823           SAND HAV TRAD AZUL 35/36                          PC????ATT1800000000003750
P210385908000114824           SAND HAV TRAD AZUL 37/38                          PC????ATT1800000000003750
P210385908000114825           SAND HAV TRAD AZUL 39/40                          PC????ATT1800000000003750
P210385908000114826           SAND TRAD AZUL 43/44                              PC????ATT1800000000003750
P210385908000114827           SAND HAV TRAD PRETO 41/42                         PC????ATT1800000000003750
P210385908000114828           FOSFORO PARANA MADEIRA                            PC????ATT1800000000002300
P210385908000114829           CHOCOBOM BEBIDA LACTEA  C/ 27                     PC????ATT1800000000001550
P210385908000114830           SAND HAV TRAD PRETO 39/40                         PC????ATT1800000000003750
P210385908000114831           FREEGELLS MELÃO                                   CX????ATT1800000000000450
P210385908000114832           FREEGELLS MENTA                                   CX????ATT1800000000000450
P210385908000114833           FREEGELLS 3 EM 1 MOR/ CHOC                        CX????ATT1800000000000450
P210385908000114834           CHIC BUZZY PICA PAU HORT                          CX????ATT1800000000000350
P210385908000114835           FREEGELLS CHOC/MARACUJA                           CX????ATT1800000000000450
P210385908000114836           CHIC BUZZY H. WHELLS TUTTI FRUTTI                 CX????ATT1800000000000350
P210385908000114837           BALA SANTA FÉ CANELA                              CX????ATT1800000000000350
P210385908000114838           FREEGELLS MELANCIA                                CX????ATT1800000000000450
P210385908000114839           CHIC BUZZY PATATI PATATA TUTTI FRUTTI             CX????ATT1800000000000350
P210385908000114840           FREEGELLS AZEDINHO UVA                            CX????ATT1800000000000450
P210385908000114841           CHIC BUZZY HELLO KITTY TUTTI FRUTI                CX????ATT1800000000000350
P210385908000114842           FREEGELLS AZEDINHO LARANJA                        CX????ATT1800000000000450
P210385908000114843           FREEGELLS AZEDINHO CEREJA                         CX????ATT1800000000000450
P210385908000114844           FREEGELLS CEREJA CHOC                             CX????ATT1800000000000450
P210385908000114845           FREEGELLS CHOC/ MENTA                             CX????ATT1800000000000450
P210385908000114846           PIRULITO BABY CORAÇÃO FLORESTAL TUTTI FRUT        CX????ATT1800000000000180
P210385908000114890           SAND HAV COLOR AMAZONIA 43/44                     PC????ATT1800000000003750
P210385908000114889           SAND HAV COLOR CAFE 37/38                         PC????ATT1800000000003750
P210385908000114888           SAND HAV COLOR CAFE  35/36                        PC????ATT1800000000003750
P210385908000114887           SAND HAV COLOR CAFE 33/34                         PC????ATT1800000000003750
P210385908000114886           SAND HAV COLOR AZUL NAVAL 35/36                   PC????ATT1800000000003750
P210385908000114719           INDAIA GUARANA 250ML                              PC????ATT1800000000000700
P210385908000114867           PIRASSUNUNGA  LATA                                FR????ATF0000000000003050
P210385908000114874           GARRAFA DE VIDRO 1005 ML                          UNI???ATI0000000000000087
P210385908000114748           PAÇOCA ROLHA MINDY 77 UN                          PC????ATT1800000000000680
P210385908000114721           INDAIA UVA 250ML                                  PC????ATF0000000000000700
P210385908000114863           BISC WAF VITARELLA  CHOC BRANCO 30X130 G          CX????ATF0000000000002550
P210385908000114864           BISC WAF VITARELLA CHOCORESCO BAUNILHA 40X35 G    CX????ATF0000000000001100
P210385908000114865           EXCLUIDO                                          CX????ATF0000000000002300
P210385908000114866           BISCOITO MAIZENA CHOCOLATE  VITARELLA20X400 G     CX????ATF0000000000003700
P210385908000114870           SCHIN LIMÃO 2 L                                   PC????ATF0000000000001750
P210385908000114869           MINI SCHIN LARANJA 250 ML                         FR????ATF0000000000000850
P210385908000114872           BOMBOM TALENTO LEITE AVELÃ                        PC????ATT1800000000001300
P210385908000114868           APARELHO DE BARBEAR  BIC 1X24                     PC????ATF0000000000001500
P210385908000114891           SAND HAV COLOR AMAZONIA 37/38                     PC????ATT1800000000003750
P210385908000114892           SAND HAV COLOR AMAZONIA 35/36                     PC????ATT1800000000003750
P210385908000114893           ISQUEIRO BIC PEQUENO                              UNI???ATT1800000000000050
P210385908000114894           SCHIN GUARANA 2 L                                 FR????ATF0000000000001750
P210385908000114895           SCHIN LARANJA 2 L                                 FR????ATF0000000000001750
P210385908000114896           JUNINHO SCHIN GUARANA                             FR????ATF0000000000001100
P210385908000114897           JUNINHO SCHIN LARANJA                             FR????ATF0000000000001100
P210385908000114898           JUNINHO SCHIN LIMÃO                               FR????ATF0000000000001100
P210385908000114899           CERVEJA BOHEMIA LATA 350 ML                       FR????ATF0000000000001950
P210385908000114900           LEITE PETINHO INTEGRAL 50X174G                    FR????ATI0000000000010200
P210385908000114901           JUNINHO SCHIN COLA                                FR????ATF0000000000001100
P210385908000114902           EXCLUIDO                                          DZ????ATF0000000000002250
P210385908000114903           ALCOOL NOBRE 12X500 ML                            DZ????ATT1800000000002250
P210385908000114904           SKARLOFF ICE FRUTAS VERMELHAS C/ 6                FR????ATF0000000000001450
P210385908000114905           VODKA SKARLOFF SEVEN 1000 ML                      L?????ATF0000000000000800
P210385908000114906           WHISKY  LORD´S LAND C COPO 1000 ML                L?????ATF0000000000002200
P210385908000114907           SKARLOFF ICE LIMÃO C/ 6                           FR????ATF0000000000001450
P210385908000114908           BISC MAIZENA PILAR 20X400G                        CX????ATF0000000000002800
P210385908000114909           SKARLOFF ICE KIWI C/ 6                            FR????ATF0000000000001450
P210385908000114910           MACARRÃO NINHO PILAR PREMIUM 16X500G              CX????ATF0000000000003150
P210385908000114911           MACARRÃO PARAFUSO PILAR PREMIUM 10X500G           CX????ATF0000000000002050
P210385908000114912           PEPSI COLA LATA 350 ML                            FR????ATF0000000000002000
P210385908000114913           CERVEJA NOVA SCHIN LATÃO CX12                     CX????ATF0000000000002150
P210385908000114914           BISC RECH TRELOSO. 30X130 G CHOCORESCO.           CX????ATF0000000000002700
P210385908000114915           BALA POCKET COFFEE 584G                           PC????ATT1800000000000500
P210385908000114916           BALA SANTA FÉ HORTELÃ 600G                        PC????ATT1800000000000350
P210385908000114917           CHIC BUZZY DRAGON BALL HORTELÃ 100U               CX????ATT1800000000000350
P210385908000114918           CHIC BUZZY PATATI UVA 100UN                       CX????ATT1800000000000350
P210385908000114919           MENTOS MINT 16UN                                  CX????ATT1800000000001300
P210385908000114920           MENTOS MORANGO/YOGURTE 16UN                       CX????ATT1800000000001300
P210385908000114921           PIRULITO POP MAN CHAMPITO                         PC????ATT1800000000000500
P210385908000114922           PIRULITO POP MANIA 12 HKITTY MORANGO 50UN         PC????ATT1800000000000500
P210385908000114923           PIRULITO POP MANIA BARBIE CHARME FRAMBO 50UN      PC????ATT1800000000000500
P210385908000114924           PIRULITO POP MANIA CHERRY 50UN                    PC????ATT1800000000000500
P210385908000114925           PIRULITO POP MANIA FRUTAS TROPICAIS 50UN          PC????ATT1800000000000500
P210385908000114926           PIRULITO POP MANIA LARANJA AZEDINHO 50UN          PC????ATT1800000000000500
P210385908000114927           PIRULITO POP MANIA MAÇA VERDE AZEDINHO 50UN       PC????ATT1800000000000500
P210385908000114928           PIRULITO POP MANIA MORANGO 50UN                   PC????ATT1800000000000500
P210385908000114929           PIRULITO POP MANIA MORANGO AZEDINHO 50UN          PC????ATT1800000000000500
P210385908000114930           PIRULITO POP MANIA NAPOLITANA 50UN                PC????ATT1800000000000500
P210385908000114931           PIRULITO POP MANIA PICA PAU MORANGO 50UN          PC????ATT1800000000000500
P210385908000114932           PIRULITO POP MANIA UVA AZEDINHO 50UN              PC????ATT1800000000000500
P210385908000114933           DERBY VERMELHO                                    UNI???ATT1800000000000480
P210385908000114934           DERBY PRATA                                       UNI???ATT1800000000000480
P210385908000114935           DERBY AZUL                                        UNI???ATT1800000000000480
P210385908000114936           ARROZ RAMPINNELLI 30X1 KG                         FR    ATT1800000000008200
P210385908000114937           DEL VALLE FRUT UVA 450ML C/6                      CX????ATT1800000000000750
P210385908000114938           DEL VALLE FRUT CITRUS 450ML C/6                   CX????ATT1800000000000750
P210385908000114939           DEL VALLE FRUT LIMÃO 450ML C/6                    CX????ATT1800000000000750
P210385908000114940           DEL VALLE FRUT TANGERINA C/6                      CX????ATT1800000000000750
P210385908000114941           CERVEJA ANTARTICA LATA 350 ML                     FR????ATF0000000000001700
P210385908000114942           SUKITA UVA 2 L                                    FR????ATF0000000000001900
P210385908000114943           GUARANA ANT. 2.5 L                                FR????ATF0000000000002150
P210385908000114944           TONICA ANTARTICA 290  ML                          FR????ATF0000000000002100
P210385908000114945           H2OH LIMÃO C GAS 500 ML                           FR????ATF0000000000001200
P210385908000114946           BALADINHA JURUBEBA ROSE                           L?????ATF0000000000001000
P210385908000114947           BALADINHA JURUBEBA BLUE                           L?????ATF0000000000001000
P210385908000114948           SUKITA UVA LATA 350 ML                            PC????ATF0000000000001800
P210385908000114949           TONICA ANTARTICA LATA 350 ML C/ 12                PC????ATF0000000000001600
P210385908000114950           PEPSI TWIST 2000 ML                               PC????ATF0000000000002200
P210385908000114951           SAND HAV COLOR TURQUESA 39/40                     PC????ATT1800000000003750
P210385908000114952           SAND HAV TURQUESA 41/42                           PC????ATT1800000000003750
P210385908000114953           SAND HAV COLOR AMAZONIA 41/42                     PC????ATT1800000000003750
P210385908000114954           COCA COLA 250 ML PET                              PC????ATF0000000000001350
P210385908000114955           GUARANA ANT 1L C/ 12                              FR????ATF0000000000003250
P210385908000114956           51 ICE LIMÃO C/ 6                                 PC????ATF0000000000001450
P210385908000114957           51 ICE KIWI C/ 6                                  PC????APF0000000000001450
P210385908000114958           51 ICE BALADA C/ 6                                PC    ATF0000000000006293
P210385908000114959           51 ICE SENSAÇÕES MENTA AZUL C/ 6                  PC????ATF0000000000001450
P210385908000114960           51 ICE SENSAÇÕES PIMENTA ROSA C/ MANGA  C/ 6      PC????ATF0000000000001450
P210385908000114961           BISC CREAN CRACKER INTEGRAL PILAR                 CX????ATF0000000000003850
P210385908000114962           CAPA AZUL DERBY                                   UNI???ATT1800000000000150
P210385908000114963           GUARANA ANT LS CX C/ 12 C/ RETORNO                FR????ATF0000000000002400
P210385908000114964           CHUVA DE PRATA BCA 660 ML                         UNI???ATT1800000000000700
P210385908000114965           CERVEJA SCHIN 250 ML C/ 6                         PC????ATF0000000000000600
P210385908000114966           BISC RECH TRELOSO  30X60 G FLOCOS                 CX????ATT0000000000001400
P210385908000114967           BISC RECH CHOCORESCO BAUNILHA 30X60 G             CX????ATF0000000000001400
P210385908000114968           BISC WAF VITARELLA LIMÃO 30X130 G                 CX????ATF0000000000002550
P210385908000114969           BISC WAF CHOCORESCO CHOC 30X130 G                 CX????ATF0000000000002300
P210385908000114970           BISC WAF CHOCORESCO CHO 30X130                    CX????ATF0000000000002300
P210385908000114971           BALA SANTA FÉ EXTRA FORTE 584 G                   PC????ATT1800000000000350
P210385908000114972           BALA FREG MEL C/ LIMÃO 584 G                      PC????ATT1800000000000350
P210385908000114973           BALA FREG MENTA 584 G                             PC????ATT1800000000000350
P210385908000114974           BALA FREG CHOC SORT 584 G                         PC????ATT1800000000000350
P210385908000114975           FREEGELLS ERA DO GELO CEREJA                      CX????ATT1800000000000450
P210385908000114976           FREEGELLS HELLO KITTY FRESHPINK                   CX????ATT1800000000000450
P210385908000114985           BISC RECH TREL  MOR 30X130 G                      CX????ATF0000000000002700
P210385908000114977           SBP MULT INSETICIDA SUAVE 300ML C/6               PC????ATT1800000000004600
P210385908000114978           CANETA BIC AZUL C/50                              CX????ATT1800000000002450
P210385908000114979           SKARLOFF ICE LARANJA C/6                          PC????ATF0000000000001450
P210385908000114980           FRALDA SAPEKA SXG                                 FR????ATF0000000000010000
P210385908000114981           CERVEJA BRAHMA CHOPP LATAO NAUTICO 473ML.         CX????ATF0000000000002100
P210385908000114982           HILTON KIT                                        UNI???ATF0000000000000600
P210385908000114983           ISQUEIRO                                          UNI???ATF0000000000000400
P210385908000114984           VINHO MOSCATEL IMPERIAL 720ML                     UNI???ATT1800000000000650
P210385908000114986           CREAN CRACKER CROCKS QUEIJO 20X400 G              CX????ATF0000000000004000
P210385908000114987           M E M AMENDOIM 18X49G. V                          UNI???ATT1800000000002400
P210385908000114988           M E M MINI TUBO CHO AO LEITE 12X30G               UNI???ATT1800000000001600
P210385908000114989           M E M CHOC AO LEITE 18X52G                        UNI???ATT1800000000002400
P210385908000114990           SNICKERS SG 20X 52.7 GR                           UNI???ATT1800000000002200
P210385908000114997           SERENATA DE AMOR 1KG                              PC????ATT1800000000002200
P210385908000114991           FUBA NUTRIVITA 30PCT 500G                         FR????ATI0000000000002950
P210385908000114992           CERVEJA SKOL 300 ML C/RETORNO                     CX????ATF0000000000003450
P210385908000114993           GARRAFEIRA PLAST.24 GFS 300 ML                    UNI???ATI0000000000002200
P210385908000114994           VODKA BOLVANA 965ML                               UNI???ATF0000000000000500
P210385908000114995           GARRAFEIRA PITU                                   CX????ATI0000000000001500
P210385908000114996           VASILHAME GINGUALA                                CX????ATI0000000000000115
P210385908000114998           TALENTO AVELAS 15X25G                             CX????ATT1800000000001500
P210385908000114999           OLEO DE SOJA SOYA PET 20X900ML                    CX????ATT1800000000005500
P2103859080001141000          MAC ESPAGUETE ALIANÇA 10X1KG                      PC????ATF0000000000002700
P2103859080001141004          FREEGELLS AZEDINHO MACA VERDE 12UN                CX????ATT1800000000000450
P2103859080001141001          DEL VALLE LIMAO 450ML/6                           CX????ATT1800000000000750
P2103859080001141002          CERVEJA ANTARCTICA PILSEN 473ML C/12              UNI???ATT1800000000001950
P2103859080001141003          PEPSI COLA 2.5 L C/6                              FR????ATF0000000000002150
P2103859080001141005          FREEGELLS FRESH MELACIA 12 UN                     CX????ATT1800000000000450
P2103859080001141006          FREEGELLS FRESH MELAO 12 UN                       CX????ATT1800000000000450
P2103859080001141007          CARAMELO BAUNILHA                                 UNI???ATT1800000000000950
P2103859080001141008          CARAMELO MEIO/MEIO                                UNI???ATT1800000000000950
P2103859080001141009          TRIDENT UVA VERDE                                 UNI???ATT1800000000001950
P2103859080001141010          TRIDENT FRESH INTENSE                             UNI???ATT1800000000001950
P2103859080001141011          CERVEJA SKOL 300ML SEM  RETORNO C/12              CX????ATF0000000000001850
P2103859080001141012          SODA ANT 1L C/12                                  PC????ATF0000000000003800
P2103859080001141013          COPO COPOBRAS TRANSPARENTE 250ML                  UNI???ATT1800000000000320
P2103859080001141014          FREVO GUARANA 2000ML                              FR????ATF0000000000001000
P2103859080001141015          FREVO LARANJA 2000ML                              FR????ATF0000000000001000
P2103859080001141016          FREVO COLA 2000ML                                 FR????ATF0000000000001000
P2103859080001141017          AGUA MIN. S/GAS FREVO 12X500ML                    FR????ATF0000000000000520
P2103859080001141018          FREVINHO COLA 250ML                               FR????ATF0000000000000700
P2103859080001141019          FREVINHO GUARANA 250ML                            FR????ATF0000000000000690
P2103859080001141020          FREVINHO LARANJA 250ML                            FR????ATF0000000000000690
P2103859080001141021          PEPSI COLA 1L C/12                                PC????ATF0000000000003600
P2103859080001141022          BELMONT CLASSIC                                   PC????ATF0000000000004900
P2103859080001141023          TALENTO LEITE CASTANHA                            UNI???ATT1800000000001500
P2103859080001141024          XEREM DE MILHO GRAO VERDE 20X500G                 FR????ATT1800000000001700
P2103859080001141025          MUNGUZA MILHHO GRÃO VERDE 20X500G                 FR????ATT1800000000001700
P2103859080001141026          COLORIFICO GRÃO VERDE 10X100G                     FR????ATT1800000000000260
P2103859080001141027          BISC RECH TRELOSO CHOC. BALMILHA 30X130G          CX????ATF0000000000002700
P2103859080001141028          BISC WAF CHOCORESCO BAUNILHA 30X130G              CX????ATF0000000000002300
P2103859080001141029          SONHO DE VALSA 1KG                                PC????ATT1800000000002000
P2103859080001141030          RED BULL 355ML                                    UNI???ATF0000000000000500
P2103859080001141031          RED BULL BLUE 250ML                               UNI???ATF0000000000000500
P2103859080001141032          RED BULL RED 250ML                                UNI???ATF0000000000000500
P2103859080001141033          RED BULL SILVER 250ML                             UNI???ATF0000000000000500
P2103859080001141034          VEJA MULTIUSO 500ML CAMPESTRE                     CX????ATT1800000000006000
P2103859080001141035          VEJA MULTIUSO 500ML LAVANDA ALCOOL                CX????ATT1800000000006000
P2103859080001141036          VEJA MULTIUSO 500ML ORIGINAL                      CX????ATT1800000000006000
P2103859080001141037          BISC RECH TREL BRIG BRANCO 30X60G                 CX????ATF0000000000001400
P2103859080001141038          CREAN CRACK CROCKS INTEGRAL 20X420G               CX????ATF0000000000004000
P2103859080001141039          BISCOITO MARIA VITARELLA CHOC 20X400G             CX????ATF0000000000004400
P2103859080001141040          BISC RECH TREL CHOC MOR 30X60G                    CX????ATF0000000000001400
P2103859080001141041          CERVEJA SCHIN NO GRAU 600ML                       CX????ATF0000000000005800
P2103859080001141042          BOLT ENERGY DRINK 269ML                           UNI???ATF0000000000000280
P2103859080001141043          BALA FREE BEIJO CHOC. CEREJA 584G                 CX????ATT1800000000000350
P2103859080001141044          BALA FREE AZEDINHA LARANJA 584G                   CX????ATT1800000000000350
P2103859080001141045          BALA FREE AZEDINHA MAÇA VERDE 584G                CX????ATT1800000000000350
P2103859080001141046          BALA FREEMORANGO 584G                             CX????ATT1800000000000350
P2103859080001141047          BALA FREE UVA 584G                                CX????ATT1800000000000350
P2103859080001141048          BALA FREE MEL COM LIMÃO 584G                      CX????ATT1800000000000350
P2103859080001141049          BALA FREE MENTA 584G                              CX????ATT1800000000000350
P2103859080001141050          BALA FREE AZEDINHA MORANGO 584G                   CX????ATT1800000000000350
P2103859080001141051          BALA FREE CEREJA 584G                             CX????ATT1800000000000350
P2103859080001141052          BALA FREG CHOC BR MELÃO 584G                      CX????ATT1800000000000350
P2103859080001141053          BALA FREG CHOC. BRC SORTIDO 584G                  CX????ATT1800000000000350
P2103859080001141054          CARA MY TOFFE CHOC 750G                           CX????ATT1800000000000700
P2103859080001141055          CARA MY TOFFE CHOC/MENTA 750G                     CX????ATT1800000000000700
P2103859080001141056          CARA MY TOFFE CHOC/MORANGO 750G                   CX????ATT1800000000000700
P2103859080001141057          CARA MY TOFFE LEITE 750 G                         CX????ATT1800000000000700
P2103859080001141058          CARA MY TOFFE LEITE/CHOC 750G                     CX????ATT1800000000000700
P2103859080001141059          CARA MY TOFFE MARACUJA 750G                       CX????ATT1800000000000700
P2103859080001141060          CHIC BUZZY BARBIE MAGIC HORTELA 100UN             CX????ATT1800000000000350
P2103859080001141061          CHIC BUZZY BARBIE MAGIC TUTFRUT                   CX????ATT1800000000000350
P2103859080001141062          CHIC BUZZY H.WHELLS TUTTIFRUTTI                   CX????ATT1800000000000350
P2103859080001141063          CHIC BUZZY TATTO TRIBAL HORTELA 100UN             CX????ATT1800000000000350
P2103859080001141064          CHIC BUZZY TATTO TRIBAL TUTTIFRUTTI 100UN         CX????ATT1800000000000350
P2103859080001141065          BALA FREE AZEDINHA UVA 584G                       UNI???ATT1800000000000350
P2103859080001141066          PIRULITO POP MANIA TNT 50UN                       PC????ATT1800000000000500
P2103859080001141067          PIRULITO POP MANIA TUTTIFRUTTI 50UN               PC????ATT1800000000000500
P2103859080001141068          TRIDENT ROCK RIO VIBE MINT                        CX????ATT1800000000001950
P2103859080001141069          BIG BIG HORT                                      CX????ATT1800000000000430
P2103859080001141070          BIG BIG TUTTIFRUTTI                               CX????ATT1800000000000430
P2103859080001141071          BIG BIG MORANGO                                   CX????ATT1800000000000430
P2103859080001141072          BIG BIG UVA                                       CX????ATT1800000000000430
P2103859080001141073          CARAMELO LEITE COND 840G                          UNI???ATT1800000000000950
P2103859080001141074          CHIC BUZZY BARBIE GLITER HORT                     CX????ATT1800000000000350
P2103859080001141075          CACAU TOP RUBRO-NEGRA                             PC????ATT1800000000000350
P2103859080001141076          CACAU TOP ALVINEGRA                               PC????ATT1800000000000350
P2103859080001141077          CACAU TOP ALVIRRUBRO                              PC????ATT1800000000000350
P2103859080001141078          CACAU TOP BOMBONS MESCLADO 12X390G                PC????ATT1800000000000500
P2103859080001141079          SKOL 300ML S/RETORNO C/12                         UNI???ATF0000000000001850
P2103859080001141080          BISC RECH TREL CHOC CROCANTE 30X130               CX????ATF0000000000002700
P2103859080001141081          BISC RECH TREL CHOC CROCANTE 30X60G               CX????ATF0000000000001400
P2103859080001141082          BISC TORTINHA VITA LIMÃO 30X150G                  UNI???ATF0000000000003100
P2103859080001141083          BISCOITO MARIA VITARELLA BAUNILHA 20X400G         CX????ATF0000000000004400
P2103859080001141084          BISCOITO MAIZENA BAUNILHA VITARELLA 20X400G       CX????ATF0000000000004000
P2103859080001141085          FLOCAO DE ARROZ NUTRIVITA 20X500G                 FR????ATT1800000000002100
P2103859080001141086          MENTOS ICE MINT                                   UNI???ATT1800000000001300
P2103859080001141087          MENTOS ICE MIX                                    UNI???ATT1800000000001300
P2103859080001141088          MENTOS TUTTI FRUTTI                               UNI???ATT1800000000001300
P2103859080001141089          PURE FRESH/WHITE SORT MONO 90G                    UNI???ATT1800000000000500
P2103859080001141090          ABS. ALWAYS BASICO SECA C/48                      CX????ATT1800000000006500
P2103859080001141091          ABS. ALWAYS BASICO SUAVE C/12                     CX????ATT1800000000001750
P2103859080001141092          CITRUS LARANJA 2000ML                             UNI???ATT1800000000000340
P2103859080001141093          NIGHT POWER 1500ML                                UNI???ATF0000000000000800
P2103859080001141094          CERVEJA BRAHMA CHOPP 300ML C/RETORNO              CX????ATF0000000000003500
P2103859080001141095          TRIDENT MELACIA C/21                              PC????ATT0000000000001950
P2103859080001141096          SABONETE PALMOLIVE NAT.12X150G ROMA               PC????ATF0000000000001500
P2103859080001141097          SABONETE PALMOLIVE SU. 12X150G BR.M.CACAU         PC????ATF0000000000001500
P2103859080001141098          BISC AMANT MILHO 30X130G                          CX????ATF0000000000002000
P2103859080001141099          BATATA ONDULADA CEBOLA/SALSA 18G/60PCTS           CX????ATT1800000000003000
P2103859080001141100          BATATA ONDULADA CHURRASCO 18G/60PCTS              CX????ATT1800000000003000
P2103859080001141101          BATATA ONDULADA QUEIJO 18G/60PCTS                 CX????ATT1800000000003000
